Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Construction,2,,,,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Manufacturing,6,"$140,149","$135,301",5,"$166,549","$134,692"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wholesale Trade,4,,,,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Retail Trade,1,,,,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Transportation & Warehousing,2,,,1,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Information,,,,1,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Finance & Insurance,16,"$107,581","$116,069",13,"$96,328","$112,610"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Professional, Scientific, & Technical Skills",5,"$13,906","$30,879",6,"$92,148","$74,985"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Management of Companies & Enterprises,3,,,2,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Admin & Support & Waste Mgmt & Remediation,31,"$63,496","$59,337",14,"$67,245","$66,163"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Educational Services,85,"$93,227","$97,180",59,"$96,684","$93,161"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Health Care & Social Assistance,849,"$112,839","$112,262",454,"$120,892","$120,497"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Arts, Entertainment, & Recreation",1,,,1,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Accommodation & Food Services,1,,,1,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Other Services,2,,,1,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Non-Classified,2,,,,,
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Government,176,"$114,726","$119,178",93,"$123,102","$122,810"
55,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wages - No NAICS Code,15,"$137,071","$160,526",5,"$117,600","$172,042"
55,1,FTF + FTT,4011,4011,Biology,Utilities,1,,,,,
55,1,FTF + FTT,4011,4011,Biology,Construction,1,,,1,,
55,1,FTF + FTT,4011,4011,Biology,Manufacturing,21,"$62,864","$60,281",11,"$82,506","$85,310"
55,1,FTF + FTT,4011,4011,Biology,Wholesale Trade,8,"$65,759","$67,053",2,,
55,1,FTF + FTT,4011,4011,Biology,Retail Trade,18,"$28,504","$34,427",4,,
55,1,FTF + FTT,4011,4011,Biology,Transportation & Warehousing,5,"$34,988","$32,459",2,,
55,1,FTF + FTT,4011,4011,Biology,Information,2,,,1,,
55,1,FTF + FTT,4011,4011,Biology,Finance & Insurance,6,"$58,580","$64,652",4,,
55,1,FTF + FTT,4011,4011,Biology,Real Estate & Rental & Leasing,2,,,,,
55,1,FTF + FTT,4011,4011,Biology,"Professional, Scientific, & Technical Skills",14,"$57,529","$69,297",8,"$54,456","$59,585"
55,1,FTF + FTT,4011,4011,Biology,Admin & Support & Waste Mgmt & Remediation,11,"$33,055","$35,111",7,"$25,892","$67,350"
55,1,FTF + FTT,4011,4011,Biology,Educational Services,34,"$55,553","$48,779",15,"$60,090","$57,819"
55,1,FTF + FTT,4011,4011,Biology,Health Care & Social Assistance,45,"$46,427","$57,690",25,"$69,712","$80,655"
55,1,FTF + FTT,4011,4011,Biology,"Arts, Entertainment, & Recreation",2,,,1,,
55,1,FTF + FTT,4011,4011,Biology,Accommodation & Food Services,4,,,1,,
55,1,FTF + FTT,4011,4011,Biology,Other Services,3,,,1,,
55,1,FTF + FTT,4011,4011,Biology,Government,20,"$74,345","$76,535",16,"$85,640","$82,241"
55,1,FTF + FTT,4011,4011,Biology,Wages - No NAICS Code,7,"$24,570","$36,986",2,,
55,1,FTF + FTT,4111,4111,Microbiology,Manufacturing,,,,1,,
55,1,FTF + FTT,4111,4111,Microbiology,"Professional, Scientific, & Technical Skills",1,,,,,
55,1,FTF + FTT,4111,4111,Microbiology,Health Care & Social Assistance,3,,,1,,
55,1,FTF + FTT,4111,4111,Microbiology,Government,1,,,,,
55,1,FTF + FTT,4141,4141,Biochemistry,Manufacturing,3,,,1,,
55,1,FTF + FTT,4141,4141,Biochemistry,Wholesale Trade,2,,,,,
55,1,FTF + FTT,4141,4141,Biochemistry,Retail Trade,1,,,,,
55,1,FTF + FTT,4141,4141,Biochemistry,"Professional, Scientific, & Technical Skills",5,"$53,505","$62,477",,,
55,1,FTF + FTT,4141,4141,Biochemistry,Admin & Support & Waste Mgmt & Remediation,1,,,,,
55,1,FTF + FTT,4141,4141,Biochemistry,Health Care & Social Assistance,5,"$32,629","$35,766",2,,
55,1,FTF + FTT,4141,4141,Biochemistry,Accommodation & Food Services,1,,,,,
55,1,FTF + FTT,4141,4141,Biochemistry,Government,1,,,1,,
55,1,FTF + FTT,4141,4141,Biochemistry,Wages - No NAICS Code,1,,,,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Retail Trade,1,,,,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Information,1,,,,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Admin & Support & Waste Mgmt & Remediation,,,,1,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Educational Services,1,,,,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Health Care & Social Assistance,4,,,4,,
55,1,FTF + FTT,4152,4152,Biomedical Physics,Government,1,,,,,
55,1,FTF + FTT,5011,5011,Business Administration,"Agriculture, Forestry, Fishing, & Hunting",7,"$19,909","$30,288",4,,
55,1,FTF + FTT,5011,5011,Business Administration,Mining,,,,2,,
55,1,FTF + FTT,5011,5011,Business Administration,Utilities,22,"$83,298","$75,746",21,"$89,047","$94,477"
55,1,FTF + FTT,5011,5011,Business Administration,Construction,63,"$57,246","$58,572",26,"$52,536","$64,276"
55,1,FTF + FTT,5011,5011,Business Administration,Manufacturing,200,"$64,352","$67,561",123,"$75,654","$84,671"
55,1,FTF + FTT,5011,5011,Business Administration,Wholesale Trade,196,"$56,548","$59,561",98,"$68,935","$71,825"
55,1,FTF + FTT,5011,5011,Business Administration,Retail Trade,250,"$48,501","$55,559",92,"$63,906","$73,634"
55,1,FTF + FTT,5011,5011,Business Administration,Transportation & Warehousing,158,"$55,534","$58,733",84,"$67,026","$71,335"
55,1,FTF + FTT,5011,5011,Business Administration,Information,88,"$62,292","$66,984",47,"$75,037","$79,451"
55,1,FTF + FTT,5011,5011,Business Administration,Finance & Insurance,266,"$60,207","$64,775",130,"$71,761","$81,277"
55,1,FTF + FTT,5011,5011,Business Administration,Real Estate & Rental & Leasing,92,"$55,638","$60,014",40,"$68,779","$72,256"
55,1,FTF + FTT,5011,5011,Business Administration,"Professional, Scientific, & Technical Skills",300,"$57,959","$59,465",167,"$68,400","$74,777"
55,1,FTF + FTT,5011,5011,Business Administration,Management of Companies & Enterprises,16,"$69,013","$64,282",10,"$94,543","$82,987"
55,1,FTF + FTT,5011,5011,Business Administration,Admin & Support & Waste Mgmt & Remediation,205,"$41,084","$46,145",85,"$52,228","$60,768"
55,1,FTF + FTT,5011,5011,Business Administration,Educational Services,195,"$52,257","$51,047",124,"$60,509","$59,965"
55,1,FTF + FTT,5011,5011,Business Administration,Health Care & Social Assistance,147,"$49,653","$51,443",95,"$51,300","$53,675"
55,1,FTF + FTT,5011,5011,Business Administration,"Arts, Entertainment, & Recreation",33,"$31,662","$47,609",14,"$49,902","$42,558"
55,1,FTF + FTT,5011,5011,Business Administration,Accommodation & Food Services,94,"$32,225","$38,451",34,"$35,439","$39,063"
55,1,FTF + FTT,5011,5011,Business Administration,Other Services,67,"$46,172","$47,721",35,"$61,590","$60,800"
55,1,FTF + FTT,5011,5011,Business Administration,Non-Classified,4,,,1,,
55,1,FTF + FTT,5011,5011,Business Administration,Government,216,"$69,405","$69,671",155,"$75,397","$82,061"
55,1,FTF + FTT,5011,5011,Business Administration,Wages - No NAICS Code,77,"$69,192","$77,160",33,"$72,005","$80,884"
55,1,FTF + FTT,5041,5041,Finance,Manufacturing,4,,,3,,
55,1,FTF + FTT,5041,5041,Finance,Wholesale Trade,,,,1,,
55,1,FTF + FTT,5041,5041,Finance,Retail Trade,4,,,4,,
55,1,FTF + FTT,5041,5041,Finance,Transportation & Warehousing,1,,,1,,
55,1,FTF + FTT,5041,5041,Finance,Information,1,,,,,
55,1,FTF + FTT,5041,5041,Finance,Finance & Insurance,4,,,3,,
55,1,FTF + FTT,5041,5041,Finance,Admin & Support & Waste Mgmt & Remediation,3,,,,,
55,1,FTF + FTT,5041,5041,Finance,Educational Services,2,,,2,,
55,1,FTF + FTT,5041,5041,Finance,Health Care & Social Assistance,2,,,2,,
55,1,FTF + FTT,5041,5041,Finance,Other Services,,,,1,,
55,1,FTF + FTT,5041,5041,Finance,Government,4,,,2,,
55,1,FTF + FTT,5041,5041,Finance,Wages - No NAICS Code,,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Manufacturing,1,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Retail Trade,,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Educational Services,1,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Health Care & Social Assistance,,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Accommodation & Food Services,2,,,1,,
55,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Government,1,,,1,,
55,1,FTF + FTT,5091,5091,Marketing,Manufacturing,3,,,1,,
55,1,FTF + FTT,5091,5091,Marketing,Wholesale Trade,4,,,2,,
55,1,FTF + FTT,5091,5091,Marketing,Retail Trade,2,,,1,,
55,1,FTF + FTT,5091,5091,Marketing,Transportation & Warehousing,2,,,1,,
55,1,FTF + FTT,5091,5091,Marketing,Information,4,,,3,,
55,1,FTF + FTT,5091,5091,Marketing,Finance & Insurance,4,,,3,,
55,1,FTF + FTT,5091,5091,Marketing,Real Estate & Rental & Leasing,4,,,2,,
55,1,FTF + FTT,5091,5091,Marketing,"Professional, Scientific, & Technical Skills",4,,,6,"$62,357","$66,802"
55,1,FTF + FTT,5091,5091,Marketing,Admin & Support & Waste Mgmt & Remediation,6,"$30,318","$51,827",2,,
55,1,FTF + FTT,5091,5091,Marketing,Educational Services,4,,,4,,
55,1,FTF + FTT,5091,5091,Marketing,Health Care & Social Assistance,6,"$67,493","$59,796",5,"$51,294","$62,493"
55,1,FTF + FTT,5091,5091,Marketing,"Arts, Entertainment, & Recreation",1,,,,,
55,1,FTF + FTT,5091,5091,Marketing,Accommodation & Food Services,2,,,1,,
55,1,FTF + FTT,5091,5091,Marketing,Government,3,,,4,,
55,1,FTF + FTT,5091,5091,Marketing,Wages - No NAICS Code,2,,,1,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,"Agriculture, Forestry, Fishing, & Hunting",,,,1,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Utilities,1,,,,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Construction,1,,,2,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Manufacturing,8,"$71,487","$80,602",6,"$88,388","$93,284"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Wholesale Trade,3,,,4,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Retail Trade,6,"$60,229","$74,070",2,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Transportation & Warehousing,3,,,5,"$51,249","$57,502"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Information,1,,,1,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Finance & Insurance,7,"$54,360","$63,096",8,"$66,458","$73,620"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Real Estate & Rental & Leasing,4,,,2,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,"Professional, Scientific, & Technical Skills",10,"$62,499","$56,132",7,"$67,124","$67,147"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Management of Companies & Enterprises,2,,,3,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Admin & Support & Waste Mgmt & Remediation,8,"$21,889","$21,164",2,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Educational Services,9,"$37,209","$40,947",5,"$19,350","$31,874"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Health Care & Social Assistance,5,"$36,553","$52,376",8,"$46,598","$53,092"
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Accommodation & Food Services,5,"$43,939","$47,901",2,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Other Services,1,,,1,,
55,1,FTF + FTT,5151,5151,Human Resources/Personnel Management,Government,10,"$59,992","$58,818",8,"$79,905","$78,376"
55,1,FTF + FTT,5992,5992,Public Relations,Construction,1,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,Manufacturing,2,,,2,,
55,1,FTF + FTT,5992,5992,Public Relations,Wholesale Trade,2,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,Retail Trade,3,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,Transportation & Warehousing,,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,Information,1,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,Finance & Insurance,1,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,"Professional, Scientific, & Technical Skills",2,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,Admin & Support & Waste Mgmt & Remediation,3,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,Educational Services,2,,,2,,
55,1,FTF + FTT,5992,5992,Public Relations,Health Care & Social Assistance,1,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,"Arts, Entertainment, & Recreation",1,,,,,
55,1,FTF + FTT,5992,5992,Public Relations,Other Services,,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,Government,1,,,1,,
55,1,FTF + FTT,5992,5992,Public Relations,Wages - No NAICS Code,1,,,1,,
55,1,FTF + FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Retail Trade,1,,,,,
55,1,FTF + FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Admin & Support & Waste Mgmt & Remediation,1,,,1,,
55,1,FTF + FTT,6011,6011,Communications,"Agriculture, Forestry, Fishing, & Hunting",,,,1,,
55,1,FTF + FTT,6011,6011,Communications,Utilities,5,"$66,107","$68,897",3,,
55,1,FTF + FTT,6011,6011,Communications,Construction,7,"$37,396","$47,472",1,,
55,1,FTF + FTT,6011,6011,Communications,Manufacturing,36,"$45,058","$48,796",16,"$51,403","$49,733"
55,1,FTF + FTT,6011,6011,Communications,Wholesale Trade,29,"$52,622","$56,058",15,"$77,494","$76,800"
55,1,FTF + FTT,6011,6011,Communications,Retail Trade,42,"$28,659","$35,158",17,"$56,096","$54,024"
55,1,FTF + FTT,6011,6011,Communications,Transportation & Warehousing,24,"$33,666","$39,361",7,"$62,724","$113,010"
55,1,FTF + FTT,6011,6011,Communications,Information,47,"$50,028","$57,451",22,"$81,656","$84,643"
55,1,FTF + FTT,6011,6011,Communications,Finance & Insurance,32,"$51,050","$49,750",13,"$57,920","$62,360"
55,1,FTF + FTT,6011,6011,Communications,Real Estate & Rental & Leasing,18,"$38,784","$35,525",7,"$48,153","$61,598"
55,1,FTF + FTT,6011,6011,Communications,"Professional, Scientific, & Technical Skills",63,"$52,958","$51,198",26,"$63,402","$68,451"
55,1,FTF + FTT,6011,6011,Communications,Management of Companies & Enterprises,4,,,,,
55,1,FTF + FTT,6011,6011,Communications,Admin & Support & Waste Mgmt & Remediation,53,"$37,330","$41,642",17,"$47,733","$40,280"
55,1,FTF + FTT,6011,6011,Communications,Educational Services,49,"$46,452","$42,649",40,"$52,168","$47,958"
55,1,FTF + FTT,6011,6011,Communications,Health Care & Social Assistance,43,"$42,852","$43,948",24,"$43,476","$43,132"
55,1,FTF + FTT,6011,6011,Communications,"Arts, Entertainment, & Recreation",11,"$45,244","$43,684",7,"$50,275","$57,235"
55,1,FTF + FTT,6011,6011,Communications,Accommodation & Food Services,24,"$29,564","$26,927",12,"$43,963","$36,413"
55,1,FTF + FTT,6011,6011,Communications,Other Services,17,"$26,073","$30,876",8,"$54,566","$51,688"
55,1,FTF + FTT,6011,6011,Communications,Non-Classified,,,,1,,
55,1,FTF + FTT,6011,6011,Communications,Government,34,"$61,326","$60,150",20,"$67,067","$73,071"
55,1,FTF + FTT,6011,6011,Communications,Wages - No NAICS Code,6,"$40,172","$40,647",4,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Manufacturing,,,,1,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Retail Trade,1,,,,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Finance & Insurance,1,,,1,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Admin & Support & Waste Mgmt & Remediation,1,,,,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Health Care & Social Assistance,1,,,1,,
55,1,FTF + FTT,06021 + 06022,6022,Journalism,Government,1,,,,,
55,1,FTF + FTT,6991,6991,Multimedia,Construction,4,,,1,,
55,1,FTF + FTT,6991,6991,Multimedia,Manufacturing,11,"$47,520","$52,775",2,,
55,1,FTF + FTT,6991,6991,Multimedia,Wholesale Trade,7,"$52,515","$52,821",1,,
55,1,FTF + FTT,6991,6991,Multimedia,Retail Trade,18,"$35,667","$36,380",6,"$54,754","$54,164"
55,1,FTF + FTT,6991,6991,Multimedia,Transportation & Warehousing,6,"$44,087","$40,128",,,
55,1,FTF + FTT,6991,6991,Multimedia,Information,31,"$45,946","$46,394",9,"$63,389","$61,134"
55,1,FTF + FTT,6991,6991,Multimedia,Finance & Insurance,6,"$44,861","$84,219",3,,
55,1,FTF + FTT,6991,6991,Multimedia,Real Estate & Rental & Leasing,7,"$45,325","$43,431",1,,
55,1,FTF + FTT,6991,6991,Multimedia,"Professional, Scientific, & Technical Skills",19,"$45,831","$47,469",10,"$63,165","$55,208"
55,1,FTF + FTT,6991,6991,Multimedia,Admin & Support & Waste Mgmt & Remediation,8,"$44,117","$45,113",6,"$32,978","$43,453"
55,1,FTF + FTT,6991,6991,Multimedia,Educational Services,16,"$52,590","$49,055",10,"$60,435","$59,411"
55,1,FTF + FTT,6991,6991,Multimedia,Health Care & Social Assistance,7,"$21,453","$31,535",3,,
55,1,FTF + FTT,6991,6991,Multimedia,"Arts, Entertainment, & Recreation",8,"$18,860","$35,701",5,"$60,051","$61,712"
55,1,FTF + FTT,6991,6991,Multimedia,Accommodation & Food Services,7,"$30,950","$29,985",,,
55,1,FTF + FTT,6991,6991,Multimedia,Other Services,6,"$57,408","$53,506",,,
55,1,FTF + FTT,6991,6991,Multimedia,Non-Classified,,,,1,,
55,1,FTF + FTT,6991,6991,Multimedia,Government,7,"$38,036","$30,778",2,,
55,1,FTF + FTT,6991,6991,Multimedia,Wages - No NAICS Code,6,"$47,959","$51,589",3,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Utilities,1,,,1,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Construction,,,,3,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Manufacturing,22,"$82,557","$82,721",10,"$131,758","$132,120"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Wholesale Trade,11,"$52,155","$59,583",5,"$46,422","$55,324"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Retail Trade,13,"$71,249","$63,204",2,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Transportation & Warehousing,6,"$44,857","$68,820",3,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Information,10,"$73,727","$76,586",5,"$120,414","$112,224"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Finance & Insurance,10,"$70,347","$74,146",4,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Real Estate & Rental & Leasing,2,,,1,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,"Professional, Scientific, & Technical Skills",35,"$68,469","$76,231",12,"$93,452","$91,689"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Management of Companies & Enterprises,2,,,1,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,9,"$37,031","$52,330",3,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Educational Services,21,"$56,633","$52,756",8,"$62,411","$59,465"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Health Care & Social Assistance,13,"$48,879","$57,750",6,"$39,549","$61,693"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,"Arts, Entertainment, & Recreation",2,,,,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Accommodation & Food Services,4,,,,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Other Services,4,,,1,,
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Government,12,"$80,173","$76,519",10,"$92,974","$90,805"
55,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Wages - No NAICS Code,4,,,4,,
55,1,FTF + FTT,08011 + 08031 + 08081 + 08225,8225,Education,Retail Trade,2,,,1,,
55,1,FTF + FTT,08011 + 08031 + 08081 + 08225,8225,Education,Admin & Support & Waste Mgmt & Remediation,1,,,,,
55,1,FTF + FTT,08011 + 08031 + 08081 + 08225,8225,Education,Educational Services,13,"$36,166","$34,479",8,"$61,273","$63,356"
55,1,FTF + FTT,08011 + 08031 + 08081 + 08225,8225,Education,Government,1,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Construction,1,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Manufacturing,3,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Wholesale Trade,2,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Retail Trade,5,"$31,846","$27,394",,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Transportation & Warehousing,3,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Information,3,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Finance & Insurance,4,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Real Estate & Rental & Leasing,1,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,"Professional, Scientific, & Technical Skills",2,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Admin & Support & Waste Mgmt & Remediation,2,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Educational Services,38,"$30,481","$36,277",,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Health Care & Social Assistance,42,"$34,389","$32,099",2,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,"Arts, Entertainment, & Recreation",1,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Accommodation & Food Services,1,,,,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Other Services,10,"$28,128","$35,967",,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Government,10,"$52,460","$47,759",,,
55,1,FTF + FTT,08231 + 08232,8232,Child Development,Wages - No NAICS Code,3,,,,,
55,1,FTF + FTT,8351,8351,Kinesiology,Utilities,1,,,,,
55,1,FTF + FTT,8351,8351,Kinesiology,Construction,,,,1,,
55,1,FTF + FTT,8351,8351,Kinesiology,Manufacturing,8,"$42,782","$46,381",4,,
55,1,FTF + FTT,8351,8351,Kinesiology,Wholesale Trade,4,,,1,,
55,1,FTF + FTT,8351,8351,Kinesiology,Retail Trade,16,"$33,962","$38,282",7,"$44,396","$54,134"
55,1,FTF + FTT,8351,8351,Kinesiology,Transportation & Warehousing,12,"$65,079","$64,310",8,"$88,799","$80,604"
55,1,FTF + FTT,8351,8351,Kinesiology,Information,2,,,,,
55,1,FTF + FTT,8351,8351,Kinesiology,Finance & Insurance,2,,,2,,
55,1,FTF + FTT,8351,8351,Kinesiology,Real Estate & Rental & Leasing,5,"$17,574","$13,565",1,,
55,1,FTF + FTT,8351,8351,Kinesiology,"Professional, Scientific, & Technical Skills",3,,,1,,
55,1,FTF + FTT,8351,8351,Kinesiology,Admin & Support & Waste Mgmt & Remediation,3,,,5,"$10,495","$15,344"
55,1,FTF + FTT,8351,8351,Kinesiology,Educational Services,109,"$58,716","$53,652",69,"$72,388","$67,277"
55,1,FTF + FTT,8351,8351,Kinesiology,Health Care & Social Assistance,36,"$38,638","$39,650",12,"$40,944","$45,055"
55,1,FTF + FTT,8351,8351,Kinesiology,"Arts, Entertainment, & Recreation",11,"$28,540","$25,448",3,,
55,1,FTF + FTT,8351,8351,Kinesiology,Accommodation & Food Services,11,"$30,085","$25,252",8,"$19,229","$21,858"
55,1,FTF + FTT,8351,8351,Kinesiology,Other Services,12,"$33,312","$35,710",5,"$28,384","$28,354"
55,1,FTF + FTT,8351,8351,Kinesiology,Government,19,"$67,345","$67,840",10,"$91,266","$85,643"
55,1,FTF + FTT,8351,8351,Kinesiology,Wages - No NAICS Code,4,,,2,,
55,1,FTF + FTT,10021 + 10022,10022,Art,"Agriculture, Forestry, Fishing, & Hunting",,,,1,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Manufacturing,11,"$39,459","$41,863",6,"$50,356","$55,117"
55,1,FTF + FTT,10021 + 10022,10022,Art,Wholesale Trade,16,"$53,740","$53,155",4,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Retail Trade,12,"$49,491","$48,034",2,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Transportation & Warehousing,5,"$40,180","$39,385",1,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Information,6,"$14,293","$18,861",2,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Finance & Insurance,6,"$46,239","$50,149",6,"$70,179","$65,321"
55,1,FTF + FTT,10021 + 10022,10022,Art,Real Estate & Rental & Leasing,5,"$47,623","$58,384",3,,
55,1,FTF + FTT,10021 + 10022,10022,Art,"Professional, Scientific, & Technical Skills",14,"$51,684","$54,351",6,"$56,456","$65,880"
55,1,FTF + FTT,10021 + 10022,10022,Art,Admin & Support & Waste Mgmt & Remediation,10,"$27,984","$23,736",1,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Educational Services,23,"$39,379","$40,030",14,"$43,877","$50,078"
55,1,FTF + FTT,10021 + 10022,10022,Art,Health Care & Social Assistance,6,"$41,784","$42,576",5,"$27,641","$29,889"
55,1,FTF + FTT,10021 + 10022,10022,Art,"Arts, Entertainment, & Recreation",5,"$35,698","$38,214",3,,
55,1,FTF + FTT,10021 + 10022,10022,Art,Accommodation & Food Services,10,"$24,566","$27,092",3,,
